credit_risk,age,amount,credit_history,duration,employment_duration,foreign_worker,housing,installment_rate,job,number_credits,other_debtors,other_installment_plans,people_liable,personal_status_sex,present_residence,property,purpose,savings,status,telephone
good,66,790,no credits taken/all credits paid back duly,9,1 <= ... < 4 yrs,no,rent,< 20,unskilled - resident,1,none,none,0 to 2,female : non-single or male : single,4 <= ... < 7 yrs,unknown / no property,furniture/equipment,100 <= ... < 500 DM,... < 0 DM,no
bad,21,2570,no credits taken/all credits paid back duly,27,1 <= ... < 4 yrs,no,for free,20 <= ... < 25,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,4 <= ... < 7 yrs,unknown / no property,others,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,41,250,all credits at this bank paid back duly,6,1 <= ... < 4 yrs,no,rent,25 <= ... < 35,unskilled - resident,2-3,none,bank,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,unknown / no property,others,500 <= ... < 1000 DM,... >= 200 DM / salary for at least 1 year,no
good,47,1316,all credits at this bank paid back duly,15,1 <= ... < 4 yrs,no,rent,25 <= ... < 35,unskilled - resident,2-3,none,none,0 to 2,female : single,1 <= ... < 4 yrs,car or other,furniture/equipment,100 <= ... < 500 DM,... >= 200 DM / salary for at least 1 year,no
bad,25,1882,no credits taken/all credits paid back duly,18,1 <= ... < 4 yrs,no,for free,< 20,skilled employee/official,2-3,none,bank,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,no checking account,no
bad,59,6416,critical account/other credits elsewhere,48,>= 7 yrs,no,for free,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,4 <= ... < 7 yrs,real estate,retraining,unknown/no savings account,... < 0 DM,no
good,36,1275,all credits at this bank paid back duly,24,1 <= ... < 4 yrs,no,rent,25 <= ... < 35,skilled employee/official,2-3,none,none,0 to 2,male : divorced/separated,>= 7 yrs,unknown / no property,retraining,500 <= ... < 1000 DM,0<= ... < 200 DM,yes (under customer name)
good,33,6403,existing credits paid back duly till now,24,< 1 yr,no,rent,>= 35,skilled employee/official,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,... < 0 DM,no
bad,21,1987,no credits taken/all credits paid back duly,24,1 <= ... < 4 yrs,no,for free,25 <= ... < 35,unskilled - resident,1,none,none,3 or more,male : married/widowed,>= 7 yrs,unknown / no property,furniture/equipment,unknown/no savings account,no checking account,no
good,44,760,no credits taken/all credits paid back duly,8,4 <= ... < 7 yrs,no,rent,< 20,unskilled - resident,1,guarantor,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,unknown / no property,furniture/equipment,unknown/no savings account,... < 0 DM,no
good,28,2603,no credits taken/all credits paid back duly,24,1 <= ... < 4 yrs,no,for free,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,car (new),500 <= ... < 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,37,3380,all credits at this bank paid back duly,4,4 <= ... < 7 yrs,no,rent,>= 35,skilled employee/official,1,none,none,3 or more,female : non-single or male : single,< 1 yr,unknown / no property,others,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,29,3990,critical account/other credits elsewhere,36,< 1 yr,no,rent,20 <= ... < 25,unemployed/unskilled - non-resident,1,none,bank,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,real estate,radio/television,... >= 1000 DM,... < 0 DM,no
bad,23,11560,no credits taken/all credits paid back duly,24,1 <= ... < 4 yrs,no,for free,>= 35,manager/self-empl/highly qualif. employee,2-3,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,car (new),unknown/no savings account,... < 0 DM,no
good,35,4380,no credits taken/all credits paid back duly,18,1 <= ... < 4 yrs,no,rent,20 <= ... < 25,unskilled - resident,1,none,none,3 or more,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,others,... < 100 DM,no checking account,yes (under customer name)
good,45,6761,all credits at this bank paid back duly,6,4 <= ... < 7 yrs,no,rent,>= 35,manager/self-empl/highly qualif. employee,2-3,none,none,3 or more,male : married/widowed,4 <= ... < 7 yrs,real estate,others,unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
bad,26,4280,delay in paying off in the past,30,1 <= ... < 4 yrs,no,for free,< 20,unskilled - resident,2-3,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,retraining,... < 100 DM,... < 0 DM,no
good,32,2325,critical account/other credits elsewhere,24,4 <= ... < 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,1,none,bank,0 to 2,male : married/widowed,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,others,... < 100 DM,no checking account,no
good,23,1048,critical account/other credits elsewhere,10,1 <= ... < 4 yrs,no,rent,< 20,unskilled - resident,1,none,stores,0 to 2,male : married/widowed,>= 7 yrs,unknown / no property,furniture/equipment,unknown/no savings account,... < 0 DM,no
good,41,3160,no credits taken/all credits paid back duly,21,>= 7 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,4 <= ... < 7 yrs,car or other,furniture/equipment,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,22,2483,critical account/other credits elsewhere,24,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,1,none,stores,0 to 2,male : married/widowed,>= 7 yrs,unknown / no property,car (used),100 <= ... < 500 DM,no checking account,yes (under customer name)
good,30,14179,all credits at this bank paid back duly,39,4 <= ... < 7 yrs,no,rent,< 20,manager/self-empl/highly qualif. employee,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,car or other,car (used),... >= 1000 DM,no checking account,yes (under customer name)
good,28,1797,all credits at this bank paid back duly,13,< 1 yr,no,rent,20 <= ... < 25,unskilled - resident,2-3,none,bank,0 to 2,male : married/widowed,< 1 yr,car or other,retraining,unknown/no savings account,no checking account,no
good,23,2511,no credits taken/all credits paid back duly,15,unemployed,no,for free,>= 35,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,others,unknown/no savings account,no checking account,no
bad,37,1274,no credits taken/all credits paid back duly,12,< 1 yr,no,rent,20 <= ... < 25,unskilled - resident,1,none,none,0 to 2,female : non-single or male : single,< 1 yr,unknown / no property,others,unknown/no savings account,no checking account,no
good,26,5248,no credits taken/all credits paid back duly,21,1 <= ... < 4 yrs,no,rent,>= 35,skilled employee/official,1,none,none,0 to 2,male : married/widowed,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,car (new),... >= 1000 DM,... >= 200 DM / salary for at least 1 year,no
good,33,3029,no credits taken/all credits paid back duly,15,4 <= ... < 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,car (new),unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,49,428,no credits taken/all credits paid back duly,6,>= 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,1,none,bank,0 to 2,female : non-single or male : single,< 1 yr,car or other,car (used),unknown/no savings account,no checking account,yes (under customer name)
bad,23,976,no credits taken/all credits paid back duly,18,< 1 yr,no,rent,>= 35,unskilled - resident,1,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,others,unknown/no savings account,no checking account,no
good,23,841,no credits taken/all credits paid back duly,12,4 <= ... < 7 yrs,no,for free,25 <= ... < 35,unskilled - resident,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,unknown / no property,retraining,... < 100 DM,... < 0 DM,no
good,25,5771,all credits at this bank paid back duly,30,4 <= ... < 7 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
bad,55,1555,existing credits paid back duly till now,12,>= 7 yrs,no,own,< 20,skilled employee/official,2-3,none,none,3 or more,male : married/widowed,>= 7 yrs,real estate,domestic appliances,500 <= ... < 1000 DM,... >= 200 DM / salary for at least 1 year,no
bad,32,1285,no credits taken/all credits paid back duly,24,4 <= ... < 7 yrs,no,for free,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,real estate,others,... >= 1000 DM,no checking account,no
good,74,1299,all credits at this bank paid back duly,6,1 <= ... < 4 yrs,yes,rent,>= 35,unemployed/unskilled - non-resident,4-5,none,none,3 or more,male : married/widowed,< 1 yr,unknown / no property,others,unknown/no savings account,0<= ... < 200 DM,no
bad,39,1271,all credits at this bank paid back duly,15,1 <= ... < 4 yrs,no,own,20 <= ... < 25,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,real estate,furniture/equipment,... >= 1000 DM,0<= ... < 200 DM,yes (under customer name)
good,31,1393,no credits taken/all credits paid back duly,24,1 <= ... < 4 yrs,no,rent,25 <= ... < 35,skilled employee/official,1,guarantor,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,unknown / no property,others,unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
bad,35,691,all credits at this bank paid back duly,12,>= 7 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,4 <= ... < 7 yrs,car or other,others,unknown/no savings account,no checking account,no
good,59,5045,all credits at this bank paid back duly,15,>= 7 yrs,no,rent,>= 35,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,others,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
bad,24,2124,all credits at this bank paid back duly,18,1 <= ... < 4 yrs,no,for free,< 20,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,unknown / no property,car (used),unknown/no savings account,no checking account,no
good,24,2214,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,no,rent,< 20,unskilled - resident,1,none,none,0 to 2,male : married/widowed,4 <= ... < 7 yrs,car or other,furniture/equipment,unknown/no savings account,no checking account,no
bad,30,12680,all credits at this bank paid back duly,21,>= 7 yrs,no,own,< 20,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,male : married/widowed,>= 7 yrs,real estate,others,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,27,2463,all credits at this bank paid back duly,24,4 <= ... < 7 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,female : single,4 <= ... < 7 yrs,car or other,others,... < 100 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,40,1155,no credits taken/all credits paid back duly,12,>= 7 yrs,no,rent,20 <= ... < 25,unskilled - resident,2-3,guarantor,bank,0 to 2,female : single,4 <= ... < 7 yrs,unknown / no property,furniture/equipment,unknown/no savings account,... < 0 DM,no
bad,31,3108,no credits taken/all credits paid back duly,30,< 1 yr,no,rent,25 <= ... < 35,unskilled - resident,1,none,none,0 to 2,male : divorced/separated,>= 7 yrs,car or other,car (used),unknown/no savings account,no checking account,no
good,31,2901,no credits taken/all credits paid back duly,10,< 1 yr,no,for free,>= 35,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,unknown / no property,car (new),... >= 1000 DM,... >= 200 DM / salary for at least 1 year,no
good,28,3617,all credits at this bank paid back duly,12,>= 7 yrs,no,for free,>= 35,skilled employee/official,4-5,none,none,0 to 2,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,car (used),unknown/no savings account,... < 0 DM,yes (under customer name)
good,63,1655,all credits at this bank paid back duly,12,>= 7 yrs,no,rent,25 <= ... < 35,unskilled - resident,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,unknown / no property,furniture/equipment,unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,26,2812,no credits taken/all credits paid back duly,24,>= 7 yrs,no,for free,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,unknown / no property,car (new),... >= 1000 DM,no checking account,no
bad,25,8065,all credits at this bank paid back duly,36,1 <= ... < 4 yrs,no,rent,20 <= ... < 25,manager/self-empl/highly qualif. employee,2-3,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,real estate,repairs,unknown/no savings account,no checking account,yes (under customer name)
good,36,3275,all credits at this bank paid back duly,21,>= 7 yrs,no,rent,>= 35,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,car (new),unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,52,2223,all credits at this bank paid back duly,24,>= 7 yrs,no,rent,< 20,skilled employee/official,2-3,none,bank,0 to 2,male : married/widowed,>= 7 yrs,car or other,furniture/equipment,... < 100 DM,... >= 200 DM / salary for at least 1 year,no
good,66,1480,all credits at this bank paid back duly,12,unemployed,no,own,25 <= ... < 35,unemployed/unskilled - non-resident,4-5,none,bank,0 to 2,male : married/widowed,>= 7 yrs,real estate,others,100 <= ... < 500 DM,0<= ... < 200 DM,no
bad,25,1371,no credits taken/all credits paid back duly,24,1 <= ... < 4 yrs,no,for free,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,unknown / no property,others,... >= 1000 DM,no checking account,no
good,37,3535,all credits at this bank paid back duly,36,4 <= ... < 7 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,others,unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,25,3509,no credits taken/all credits paid back duly,18,4 <= ... < 7 yrs,no,rent,< 20,skilled employee/official,1,guarantor,none,0 to 2,female : non-single or male : single,< 1 yr,unknown / no property,furniture/equipment,unknown/no savings account,no checking account,no
good,38,5711,all credits at this bank paid back duly,36,>= 7 yrs,no,rent,< 20,manager/self-empl/highly qualif. employee,2-3,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,car (new),500 <= ... < 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,67,3872,no credits taken/all credits paid back duly,18,unemployed,no,rent,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,domestic appliances,unknown/no savings account,... < 0 DM,yes (under customer name)
bad,25,4933,all credits at this bank paid back duly,39,4 <= ... < 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,2-3,guarantor,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,unknown / no property,furniture/equipment,unknown/no savings account,... < 0 DM,no
good,60,1940,all credits at this bank paid back duly,24,>= 7 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,>= 7 yrs,unknown / no property,others,500 <= ... < 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,31,1410,delay in paying off in the past,12,1 <= ... < 4 yrs,no,rent,25 <= ... < 35,unskilled - resident,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,unknown / no property,vacation,unknown/no savings account,... < 0 DM,yes (under customer name)
bad,23,836,no credits taken/all credits paid back duly,12,< 1 yr,no,rent,< 20,unskilled - resident,1,none,bank,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,car or other,others,... < 100 DM,... < 0 DM,no
good,60,6468,no credits taken/all credits paid back duly,20,unemployed,no,rent,>= 35,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,male : divorced/separated,>= 7 yrs,unknown / no property,car (new),... >= 1000 DM,... < 0 DM,yes (under customer name)
good,35,1941,no credits taken/all credits paid back duly,18,1 <= ... < 4 yrs,no,rent,< 20,unskilled - resident,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,car or other,retraining,500 <= ... < 1000 DM,... < 0 DM,yes (under customer name)
good,40,2675,no credits taken/all credits paid back duly,22,>= 7 yrs,no,rent,20 <= ... < 25,skilled employee/official,1,none,none,0 to 2,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,furniture/equipment,100 <= ... < 500 DM,... >= 200 DM / salary for at least 1 year,no
good,38,2751,all credits at this bank paid back duly,48,>= 7 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,3 or more,male : married/widowed,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,car (new),... >= 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
bad,50,6224,existing credits paid back duly till now,48,>= 7 yrs,no,own,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,>= 7 yrs,real estate,repairs,unknown/no savings account,... < 0 DM,no
bad,27,5998,all credits at this bank paid back duly,40,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,1,none,bank,0 to 2,male : married/widowed,4 <= ... < 7 yrs,real estate,repairs,unknown/no savings account,no checking account,yes (under customer name)
bad,39,1188,no credits taken/all credits paid back duly,21,>= 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,1,none,none,3 or more,female : non-single or male : single,>= 7 yrs,car or other,retraining,unknown/no savings account,... < 0 DM,no
good,41,6313,no credits taken/all credits paid back duly,24,>= 7 yrs,no,rent,20 <= ... < 25,manager/self-empl/highly qualif. employee,1,none,none,3 or more,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,car (new),... >= 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,27,1221,all credits at this bank paid back duly,6,1 <= ... < 4 yrs,no,rent,>= 35,skilled employee/official,2-3,none,none,0 to 2,female : single,1 <= ... < 4 yrs,car or other,car (used),... >= 1000 DM,... >= 200 DM / salary for at least 1 year,no
good,51,2892,no credits taken/all credits paid back duly,24,>= 7 yrs,no,own,20 <= ... < 25,skilled employee/official,1,none,none,0 to 2,male : divorced/separated,>= 7 yrs,real estate,car (used),unknown/no savings account,0<= ... < 200 DM,no
good,32,3062,no credits taken/all credits paid back duly,24,>= 7 yrs,no,for free,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,4 <= ... < 7 yrs,real estate,car (used),100 <= ... < 500 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,22,2301,no credits taken/all credits paid back duly,9,< 1 yr,no,for free,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,car or other,car (used),... < 100 DM,... >= 200 DM / salary for at least 1 year,no
bad,51,7511,no credits taken/all credits paid back duly,18,>= 7 yrs,no,own,>= 35,skilled employee/official,1,none,none,3 or more,male : married/widowed,>= 7 yrs,car or other,car (new),... >= 1000 DM,no checking account,yes (under customer name)
good,22,1258,all credits at this bank paid back duly,12,< 1 yr,no,for free,25 <= ... < 35,unskilled - resident,2-3,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,car or other,car (used),unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,54,717,existing credits paid back duly till now,24,>= 7 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,female : single,>= 7 yrs,building soc. savings agr. / life insurance,others,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,35,1549,no credits taken/all credits paid back duly,9,< 1 yr,no,rent,< 20,unemployed/unskilled - non-resident,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,unknown / no property,others,... >= 1000 DM,... < 0 DM,no
good,54,1597,all credits at this bank paid back duly,24,>= 7 yrs,no,own,< 20,skilled employee/official,2-3,none,none,3 or more,male : married/widowed,>= 7 yrs,real estate,repairs,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,48,1795,all credits at this bank paid back duly,18,>= 7 yrs,no,for free,20 <= ... < 25,unskilled - resident,2-3,guarantor,bank,0 to 2,female : non-single or male : single,>= 7 yrs,unknown / no property,furniture/equipment,unknown/no savings account,... < 0 DM,yes (under customer name)
good,24,4272,all credits at this bank paid back duly,20,>= 7 yrs,no,rent,>= 35,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,car or other,car (used),unknown/no savings account,no checking account,no
good,35,976,all credits at this bank paid back duly,12,>= 7 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,furniture/equipment,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,no
good,24,7472,no credits taken/all credits paid back duly,12,unemployed,no,for free,>= 35,unemployed/unskilled - non-resident,1,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,unknown / no property,others,... >= 1000 DM,... < 0 DM,no
bad,24,9271,no credits taken/all credits paid back duly,36,4 <= ... < 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,male : married/widowed,< 1 yr,building soc. savings agr. / life insurance,others,unknown/no savings account,no checking account,yes (under customer name)
good,26,590,no credits taken/all credits paid back duly,6,< 1 yr,yes,rent,20 <= ... < 25,unskilled - resident,1,none,none,0 to 2,female : single,4 <= ... < 7 yrs,unknown / no property,furniture/equipment,unknown/no savings account,... < 0 DM,no
good,65,930,all credits at this bank paid back duly,12,>= 7 yrs,no,rent,< 20,skilled employee/official,>= 6,none,none,0 to 2,male : married/widowed,>= 7 yrs,unknown / no property,furniture/equipment,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,no
good,55,9283,critical account/other credits elsewhere,42,unemployed,no,own,>= 35,manager/self-empl/highly qualif. employee,1,none,bank,0 to 2,male : married/widowed,1 <= ... < 4 yrs,real estate,car (new),unknown/no savings account,... < 0 DM,yes (under customer name)
bad,26,1778,delay in paying off in the past,15,< 1 yr,no,for free,25 <= ... < 35,unemployed/unskilled - non-resident,2-3,none,none,0 to 2,female : non-single or male : single,< 1 yr,unknown / no property,others,unknown/no savings account,... < 0 DM,no
good,26,907,no credits taken/all credits paid back duly,8,< 1 yr,no,rent,20 <= ... < 25,skilled employee/official,1,none,none,0 to 2,female : single,1 <= ... < 4 yrs,unknown / no property,retraining,unknown/no savings account,... < 0 DM,yes (under customer name)
good,28,484,no credits taken/all credits paid back duly,6,4 <= ... < 7 yrs,no,rent,20 <= ... < 25,unskilled - resident,1,guarantor,bank,0 to 2,female : single,4 <= ... < 7 yrs,unknown / no property,furniture/equipment,unknown/no savings account,... < 0 DM,no
bad,24,9629,all credits at this bank paid back duly,36,4 <= ... < 7 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,car (new),unknown/no savings account,no checking account,yes (under customer name)
bad,54,3051,no credits taken/all credits paid back duly,48,1 <= ... < 4 yrs,no,rent,20 <= ... < 25,skilled employee/official,1,none,none,0 to 2,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,radio/television,unknown/no savings account,no checking account,no
bad,46,3931,no credits taken/all credits paid back duly,48,4 <= ... < 7 yrs,no,own,< 20,skilled employee/official,1,none,none,3 or more,male : married/widowed,>= 7 yrs,real estate,others,unknown/no savings account,no checking account,no
good,54,7432,existing credits paid back duly till now,36,1 <= ... < 4 yrs,no,for free,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,car or other,others,unknown/no savings account,... < 0 DM,no
good,62,1338,no credits taken/all credits paid back duly,6,1 <= ... < 4 yrs,no,rent,>= 35,skilled employee/official,1,none,none,0 to 2,male : divorced/separated,>= 7 yrs,unknown / no property,radio/television,100 <= ... < 500 DM,... >= 200 DM / salary for at least 1 year,no
good,24,1554,all credits at this bank paid back duly,6,4 <= ... < 7 yrs,no,for free,>= 35,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,43,15857,no credits taken/all credits paid back duly,36,unemployed,no,rent,25 <= ... < 35,manager/self-empl/highly qualif. employee,1,co-applicant,none,0 to 2,male : divorced/separated,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,business,unknown/no savings account,no checking account,no
bad,26,1345,no credits taken/all credits paid back duly,18,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,1,none,bank,0 to 2,female : single,4 <= ... < 7 yrs,unknown / no property,furniture/equipment,unknown/no savings account,no checking account,no
good,27,1101,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,no,rent,20 <= ... < 25,skilled employee/official,2-3,none,none,0 to 2,female : single,1 <= ... < 4 yrs,unknown / no property,others,unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,24,3016,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,no,rent,20 <= ... < 25,skilled employee/official,1,none,none,0 to 2,female : single,< 1 yr,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,0<= ... < 200 DM,no
bad,41,2712,no credits taken/all credits paid back duly,36,>= 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,1,none,bank,3 or more,male : married/widowed,1 <= ... < 4 yrs,car or other,car (used),unknown/no savings account,no checking account,no
good,47,731,all credits at this bank paid back duly,8,>= 7 yrs,no,rent,< 20,unskilled - resident,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,unknown / no property,others,unknown/no savings account,no checking account,no
good,35,3780,all credits at this bank paid back duly,18,< 1 yr,no,rent,20 <= ... < 25,manager/self-empl/highly qualif. employee,2-3,none,none,0 to 2,male : divorced/separated,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,car (used),unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,30,1602,all credits at this bank paid back duly,21,>= 7 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,female : single,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,others,unknown/no savings account,no checking account,yes (under customer name)
bad,33,3966,all credits at this bank paid back duly,18,>= 7 yrs,no,for free,>= 35,skilled employee/official,4-5,none,bank,0 to 2,female : non-single or male : single,>= 7 yrs,unknown / no property,others,unknown/no savings account,no checking account,yes (under customer name)
bad,36,4165,delay in paying off in the past,18,1 <= ... < 4 yrs,no,rent,25 <= ... < 35,skilled employee/official,2-3,none,stores,3 or more,male : married/widowed,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,retraining,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
bad,47,8335,no credits taken/all credits paid back duly,36,>= 7 yrs,no,own,20 <= ... < 25,skilled employee/official,1,none,none,0 to 2,male : married/widowed,>= 7 yrs,real estate,car (new),... >= 1000 DM,no checking account,no
good,38,6681,existing credits paid back duly till now,48,1 <= ... < 4 yrs,no,own,< 20,skilled employee/official,1,none,none,3 or more,male : married/widowed,>= 7 yrs,real estate,retraining,... >= 1000 DM,... < 0 DM,yes (under customer name)
good,44,2375,existing credits paid back duly till now,24,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,3 or more,male : married/widowed,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,retraining,100 <= ... < 500 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
bad,23,1216,no credits taken/all credits paid back duly,18,< 1 yr,no,for free,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,others,unknown/no savings account,no checking account,yes (under customer name)
bad,29,11816,delay in paying off in the past,45,>= 7 yrs,no,for free,25 <= ... < 35,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,retraining,unknown/no savings account,no checking account,no
